text,label
"I spent 20 minutes setting up an integration only to find out it's not supported on my plan.",onboarding_friction
"The terminology in the UI doesn't match the documentation. 'Workspaces' in the docs, 'Projects' in the product.",onboarding_friction
"There's no way to import data from my previous tool. I have to enter everything manually.",onboarding_friction
"I couldn't figure out how to get from the dashboard to the settings. The nav is not intuitive.",onboarding_friction
"The first-run experience assumes I know what 'segments' and 'dimensions' mean. I don't.",onboarding_friction
"I completed the setup checklist but still don't feel like I know how to actually use the product.",onboarding_friction
"The sign-up form doesn't accept my company email domain. I had to use Gmail instead.",onboarding_friction
"I tried to connect Salesforce and got stuck in an OAuth loop with no clear way out.",onboarding_friction
"The mobile app asked me to re-enter everything I'd already set up on desktop.",onboarding_friction
"I was invited by a colleague but when I clicked the link I was sent to the homepage, not their workspace.",onboarding_friction
"There's no indication of how long the setup will take. I would have set aside more time if I'd known.",onboarding_friction
"The onboarding checklist had items that weren't relevant to my use case, but I couldn't skip or hide them.",onboarding_friction
"I set up everything correctly and still couldn't see any data for the first two hours. No explanation why.",onboarding_friction
"The product has a lot of features but there's no guided path for someone just getting started.",onboarding_friction
"I kept getting asked to upgrade during onboarding before I'd even used the basic features.",onboarding_friction
"The account verification email went to spam. By the time I found it, the link had expired.",onboarding_friction
"This is genuinely the best tool I've found for managing customer feedback. My whole team uses it now.",praise
"The new dashboard layout is a huge improvement. Everything I need is exactly where I expect it.",praise
"Your customer support team is outstanding. Resolved my issue in under 10 minutes.",praise
"I've tried five tools for this workflow. This is the only one that actually worked.",praise
"The API documentation is the clearest I've ever read. Integrated in an afternoon.",praise
"The mobile app is just as good as the desktop version. That's rare.",praise
"We went from 3 hours of manual reporting per week to 15 minutes. This tool did that.",praise
"The onboarding was smooth and I felt productive on day one.",praise
"I love that it works offline. My commute is now useful time.",praise
"The export quality is exceptional — the PDFs look professional out of the box.",praise
"Genuinely the fastest customer support I've experienced with any SaaS product.",praise
"I recommended this to two other teams in my company. They're both now paying customers.",praise
"The keyboard shortcuts are well-thought-out. Feels like it was built by people who actually use it.",praise
"I've been using this for three years and it just keeps getting better.",praise
"The changelog is one of the best I've seen — detailed, honest, and updated regularly.",praise
"The permissions system is flexible without being complicated. Finally.",praise
"I was skeptical about switching tools, but the migration support team made it painless.",praise
"The product does one thing and does it well. I appreciate that you haven't tried to be everything.",praise
"Loading times are noticeably faster than they were six months ago. Good work.",praise
"The free plan is actually useful. That's how you build trust.",praise
"I had a billing issue and it was resolved with one email. No back and forth.",praise
"The templates saved me hours on setup. Whoever designed those knew their stuff.",praise
"I use this every day and can honestly say it's the best $40/month I spend.",praise
"Your team shipped a feature I requested within a month. I didn't expect that.",praise
"The UI is clean and intuitive. I've onboarded three non-technical colleagues with no hand-holding.",praise
"I've been telling everyone in my network about this. It's genuinely good.",praise
"The privacy settings are clear and actually match what the product does. That's rarer than it should be.",praise
"The status page is accurate and you communicate incidents quickly. That builds trust.",praise
"After two years of looking, I've finally found a tool that fits my workflow exactly.",praise
"The product team clearly listens to feedback. I've seen three of my suggestions shipped this year.",praise
